Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:44:36 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.20    0.00    1.96    2.62    0.00   95.22

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdac              0.00   158.00    0.00 3745.00     0.00 64512.00    34.45   140.33   37.45    0.00   37.45   0.27 100.00
sdad              0.00    28.00    0.00 2845.00     0.00 48004.00    33.75   142.81   50.20    0.00   50.20   0.35 100.00
sdae              0.00   710.00    0.00 4051.00     0.00 77952.00    38.49   142.42   35.07    0.00   35.07   0.25 100.00
sdaf              0.00   150.00    0.00 12932.00     0.00 211316.00    32.68   141.29   10.92    0.00   10.92   0.08 100.00
sdag              0.00    38.00    0.00 6427.00     0.00 105440.00    32.81   142.75   22.14    0.00   22.14   0.16 100.00

02/07/2019 07:45:05 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.98    0.00    5.21   20.08    0.00   73.73

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    32.00    0.00 2990.00     0.00 48336.00    32.33   142.08   47.43    0.00   47.43   0.33 100.00
sdc               0.00    60.00    0.00 6650.00     0.00 107360.00    32.29   141.31   21.26    0.00   21.26   0.15 100.00
sdd               0.00   495.00    0.00 3867.00     0.00 69584.00    35.99   142.37   36.66    0.00   36.66   0.26 100.00
sde               0.00   498.00    0.00 3927.00     0.00 70576.00    35.94   143.09   36.61    0.00   36.61   0.25  99.90
sdf               0.00   657.00    0.00 3740.00     0.00 70304.00    37.60   143.26   38.33    0.00   38.33   0.27  99.90
sdg               0.00   674.00    0.00 3867.00     0.00 72640.00    37.57   143.34   36.97    0.00   36.97   0.26 100.00
sdh               0.00    42.00    0.00 3307.00     0.00 53584.00    32.41   143.77   43.31    0.00   43.31   0.30 100.00
sdi               0.00   291.00    0.00 13046.00     0.00 213344.00    32.71   140.71   10.80    0.00   10.80   0.08 100.00
sdj               0.00   258.00    0.00 13070.00     0.00 213200.00    32.62   141.15   10.82    0.00   10.82   0.08 100.00
sdk               0.00    41.00    0.00 6673.00     0.00 107424.00    32.20   142.22   21.32    0.00   21.32   0.15 100.00
sdl               0.00   977.00    0.00 3747.00     0.00 75120.00    40.10   141.90   37.68    0.00   37.68   0.27 100.00
sdm               0.00   816.00    0.00 3766.00     0.00 75120.00    39.89   142.38   37.54    0.00   37.54   0.27 100.00
sdn               0.00   238.00    0.00 12934.00     0.00 212736.00    32.90   140.82   10.88    0.00   10.88   0.08 100.00
sdo               0.00    50.00    0.00 3353.00     0.00 56464.00    33.68   142.67   42.55    0.00   42.55   0.30 100.00
sdp               0.00    62.00    0.00 3249.00     0.00 55008.00    33.86   141.52   43.45    0.00   43.45   0.31 100.00
sdq               0.00    75.00    0.00 3453.00     0.00 58464.00    33.86   141.19   40.90    0.00   40.90   0.29 100.00
sdr               0.00    43.00    0.00 3089.00     0.00 52144.00    33.76   144.63   46.80    0.00   46.80   0.32 100.00
sds               0.00   488.00    0.00 3765.00     0.00 69840.00    37.10   141.95   37.60    0.00   37.60   0.27 100.00
sdt               0.00   447.00    0.00 3682.00     0.00 67984.00    36.93   143.05   38.79    0.00   38.79   0.27 100.00
sdu               0.00   551.00    0.00 3630.00     0.00 68768.00    37.89   142.00   39.09    0.00   39.09   0.28 100.00
sdv               0.00   622.00    0.00 3723.00     0.00 71280.00    38.29   140.73   37.82    0.00   37.82   0.27  99.90
sdw               0.00    41.00    0.00 6441.00     0.00 105744.00    32.83   142.28   22.12    0.00   22.12   0.16  99.90
sdx               0.00   525.00    0.00 3761.00     0.00 70576.00    37.53   142.83   38.02    0.00   38.02   0.27  99.90
sdy               0.00   251.00    0.00 13091.00     0.00 213424.00    32.61   140.99   10.72    0.00   10.72   0.08 100.00
sdz               0.00   370.00    0.00 3874.00     0.00 67840.00    35.02   142.82   37.17    0.00   37.17   0.26 100.00
sdaa              0.00   840.00    0.00 3855.00     0.00 74944.00    38.88   142.25   36.82    0.00   36.82   0.26 100.00
sdab              0.00    54.00    0.00 3384.00     0.00 54992.00    32.50   142.37   42.54    0.00   42.54   0.30 100.00
sdac              0.00   214.00    0.00 3763.00     0.00 63568.00    33.79   143.02   37.95    0.00   37.95   0.27 100.00
sdad              0.00    49.00    0.00 2947.00     0.00 47936.00    32.53   144.79   49.23    0.00   49.23   0.34 100.00
sdae              0.00  1160.00    0.00 3858.00     0.00 79792.00    41.36   141.79   36.64    0.00   36.64   0.26 100.00
sdaf              0.00   247.00    0.00 12980.00     0.00 211600.00    32.60   141.32   10.88    0.00   10.88   0.08 100.00
sdag              0.00    43.00    0.00 6559.00     0.00 105616.00    32.20   142.32   21.75    0.00   21.75   0.15 100.00

02/07/2019 07:45:06 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.99    0.00    4.89   19.76    0.00   74.36

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    33.00    0.00 2856.00     0.00 48224.00    33.77   143.65   50.16    0.00   50.16   0.35 100.00
sdc               0.00    45.00    0.00 6538.00     0.00 107296.00    32.82   141.74   21.67    0.00   21.67   0.15 100.00
sdd               0.00   689.00    0.00 3550.00     0.00 69776.00    39.31   142.89   40.34    0.00   40.34   0.28 100.00
sde               0.00   821.00    0.00 3499.00     0.00 70912.00    40.53   142.81   40.66    0.00   40.66   0.29 100.00
sdf               0.00  1030.00    0.00 3370.00     0.00 72192.00    42.84   141.81   42.13    0.00   42.13   0.30 100.00
sdg               0.00  1044.00    0.00 3408.00     0.00 72912.00    42.79   142.38   41.78    0.00   41.78   0.29  99.90
sdh               0.00    49.00    0.00 3209.00     0.00 54096.00    33.72   141.98   44.27    0.00   44.27   0.31  99.90
sdi               0.00  1052.00    0.00 12145.00     0.00 212960.00    35.07   140.95   11.59    0.00   11.59   0.08 100.00
sdj               0.00   932.00    0.00 12247.00     0.00 212704.00    34.74   141.37   11.51    0.00   11.51   0.08 100.10
sdk               0.00    57.00    0.00 6501.00     0.00 106944.00    32.90   141.41   21.76    0.00   21.76   0.15 100.00
sdl               0.00  1087.00    0.00 3358.00     0.00 74000.00    44.07   135.71   40.77    0.00   40.77   0.30 100.00
sdm               0.00  1277.00    0.00 3440.00     0.00 74976.00    43.59   139.50   40.13    0.00   40.13   0.29 100.00
sdn               0.00   983.00    0.00 12360.00     0.00 213424.00    34.53   140.37   11.39    0.00   11.39   0.08 100.00
sdo               0.00    59.00    0.00 3469.00     0.00 56480.00    32.56   143.58   41.50    0.00   41.50   0.29 100.00
sdp               0.00    61.00    0.00 3358.00     0.00 54656.00    32.55   140.51   41.93    0.00   41.93   0.30 100.00
sdq               0.00    68.00    0.00 3573.00     0.00 58224.00    32.59   143.76   40.29    0.00   40.29   0.28 100.00
sdr               0.00    46.00    0.00 3222.00     0.00 52256.00    32.44   143.45   44.59    0.00   44.59   0.31 100.00
sds               0.00   752.00    0.00 3600.00     0.00 69792.00    38.77   142.60   39.89    0.00   39.89   0.28 100.00
sdt               0.00   727.00    0.00 3518.00     0.00 67744.00    38.51   140.03   40.62    0.00   40.62   0.28 100.00
sdu               0.00   893.00    0.00 3388.00     0.00 68044.00    40.17   142.73   41.79    0.00   41.79   0.30 100.00
sdv               0.00   885.00    0.00 3531.00     0.00 71120.00    40.28   139.63   40.32    0.00   40.32   0.28 100.00
sdw               0.00    46.00    0.00 6566.00     0.00 105744.00    32.21   140.75   21.40    0.00   21.40   0.15 100.00
sdx               0.00   904.00    0.00 3602.00     0.00 71744.00    39.84   141.61   39.25    0.00   39.25   0.28 100.00
sdy               0.00   487.00    0.00 12840.00     0.00 213152.00    33.20   140.07   10.96    0.00   10.96   0.08  99.90
sdz               0.00   627.00    0.00 3621.00     0.00 68016.00    37.57   141.41   39.15    0.00   39.15   0.28  99.90
sdaa              0.00  1274.00    0.00 3493.00     0.00 75792.00    43.40   140.07   39.92    0.00   39.92   0.29  99.90
sdab              0.00    59.00    0.00 3351.00     0.00 54544.00    32.55   143.64   42.76    0.00   42.76   0.30  99.90
sdac              0.00   408.00    0.00 3696.00     0.00 65552.00    35.47   141.83   38.42    0.00   38.42   0.27 100.00
sdad              0.00    43.00    0.00 2979.00     0.00 48320.00    32.44   142.81   47.93    0.00   47.93   0.34 100.00
sdae              0.00   617.00    0.00 3944.00     0.00 75920.00    38.50   139.80   35.63    0.00   35.63   0.25 100.00
sdaf              0.00   857.00    0.00 12309.00     0.00 212464.00    34.52   141.00   11.45    0.00   11.45   0.08 100.00
sdag              0.00    55.00    0.00 6454.00     0.00 106176.00    32.90   143.87   22.33    0.00   22.33   0.15 100.00

02/07/2019 07:45:07 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.02    0.00    4.70   19.63    0.00   74.66

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    56.00    0.00 3134.00     0.00 50992.00    32.54   140.90   45.25    0.00   45.25   0.32 100.10
sdc               0.00    66.00    0.00 6647.00     0.00 107392.00    32.31   141.60   21.26    0.00   21.26   0.15 100.10
sdd               0.00  1202.00    0.00 3329.00     0.00 71808.00    43.14   138.45   41.55    0.00   41.55   0.30 100.10
sde               0.00  1197.00    0.00 3304.00     0.00 72256.00    43.74   137.28   40.82    0.00   40.82   0.30 100.10
sdf               0.00   851.00    0.00 3676.00     0.00 73024.00    39.73   135.20   36.55    0.00   36.55   0.27 100.10
sdg               0.00   635.00    0.00 3742.00     0.00 70752.00    37.82   136.11   36.54    0.00   36.54   0.27 100.10
sdh               0.00    67.00    0.00 3519.00     0.00 57360.00    32.60   141.52   40.14    0.00   40.14   0.28 100.10
sdi               0.00  2204.00    0.00 11123.00     0.00 213444.00    38.38   139.06   12.53    0.00   12.53   0.09 100.00
sdj               0.00  2380.00    0.00 10933.00     0.00 213248.00    39.01   138.25   12.64    0.00   12.64   0.09 100.00
sdk               0.00    70.00    0.00 6601.00     0.00 106688.00    32.32   141.82   21.48    0.00   21.48   0.15 100.00
sdl               0.00    11.00    0.00 4348.00     0.00 69684.00    32.05   142.50   32.65    0.00   32.65   0.23 100.00
sdm               0.00   338.00    0.00 4036.00     0.00 70896.00    35.13   138.41   34.88    0.00   34.88   0.25 100.00
sdn               0.00  2224.00    0.00 11106.00     0.00 213344.00    38.42   139.44   12.52    0.00   12.52   0.09 100.00
sdo               0.00    87.00    0.00 3640.00     0.00 59572.00    32.73   140.47   38.39    0.00   38.39   0.27 100.00
sdp               0.00    83.00    0.00 3360.00     0.00 55040.00    32.76   141.93   41.91    0.00   41.91   0.30 100.00
sdq               0.00    87.00    0.00 3558.00     0.00 58192.00    32.71   141.70   39.73    0.00   39.73   0.28 100.00
sdr               0.00    50.00    0.00 3245.00     0.00 52688.00    32.47   140.58   43.33    0.00   43.33   0.31 100.00
sds               0.00  1280.00    0.00 3398.00     0.00 74096.00    43.61   139.55   40.87    0.00   40.87   0.29 100.00
sdt               0.00  1195.00    0.00 3245.00     0.00 70352.00    43.36   141.26   42.58    0.00   42.58   0.31 100.10
sdu               0.00  1289.00    0.00 2969.00     0.00 68980.00    46.47   136.53   45.51    0.00   45.51   0.34 100.10
sdv               0.00  1037.00    0.00 3264.00     0.00 70848.00    43.41   137.11   41.24    0.00   41.24   0.31 100.10
sdw               0.00    70.00    0.00 6402.00     0.00 105536.00    32.97   142.92   22.30    0.00   22.30   0.16 100.10
sdx               0.00  1244.00    0.00 3184.00     0.00 73472.00    46.15   138.21   43.03    0.00   43.03   0.31 100.10
sdy               0.00  2162.00    0.00 11076.00     0.00 213136.00    38.49   140.94   12.71    0.00   12.71   0.09 100.10
sdz               0.00   880.00    0.00 3414.00     0.00 70336.00    41.20   142.02   41.51    0.00   41.51   0.29 100.10
sdaa              0.00   351.00    0.00 3810.00     0.00 69536.00    36.50   135.78   35.86    0.00   35.86   0.26 100.10
sdab              0.00    39.00    0.00 2678.00     0.00 45440.00    33.94   130.86   48.70    0.00   48.70   0.37 100.10
sdac              0.00   668.00    0.00 3519.00     0.00 68704.00    39.05   138.70   39.22    0.00   39.22   0.28 100.00
sdad              0.00    39.00    0.00 2805.00     0.00 47520.00    33.88   138.70   49.57    0.00   49.57   0.36 100.00
sdae              0.00    11.00    0.00 4455.00     0.00 71408.00    32.06   140.19   31.48    0.00   31.48   0.22 100.00
sdaf              0.00  2602.00    0.00 10708.00     0.00 213216.00    39.82   139.61   13.05    0.00   13.05   0.09 100.00
sdag              0.00    60.00    0.00 6580.00     0.00 106192.00    32.28   141.09   21.45    0.00   21.45   0.15 100.00

02/07/2019 07:45:08 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.98    0.00    5.28   20.37    0.00   73.37

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    61.00    0.00 3115.00     0.00 50832.00    32.64   141.74   45.45    0.00   45.45   0.32 100.00
sdc               0.00    93.00    0.00 6627.00     0.00 107536.00    32.45   142.74   21.54    0.00   21.54   0.15 100.00
sdd               0.00   504.00    0.00 3877.00     0.00 71120.00    36.69   139.21   36.08    0.00   36.08   0.26 100.00
sde               0.00     6.00    0.00 4375.00     0.00 70448.00    32.20   142.06   33.16    0.00   33.16   0.23 100.00
sdf               0.00     7.00    0.00 4349.00     0.00 69696.00    32.05   141.74   32.81    0.00   32.81   0.23 100.00
sdg               0.00     7.00    0.00 4460.00     0.00 71456.00    32.04   141.80   31.68    0.00   31.68   0.22 100.00
sdh               0.00    74.00    0.00 3502.00     0.00 57184.00    32.66   142.31   40.90    0.00   40.90   0.29 100.00
sdi               0.00    30.00    0.00 13155.00     0.00 212992.00    32.38   141.06   10.64    0.00   10.64   0.08 100.00
sdj               0.00    25.00    0.00 13138.00     0.00 212624.00    32.37   140.63   10.72    0.00   10.72   0.08 100.00
sdk               0.00    71.00    0.00 6492.00     0.00 107008.00    32.97   142.09   21.90    0.00   21.90   0.15 100.00
sdl               0.00    14.00    0.00 4326.00     0.00 71456.00    33.04   141.66   32.90    0.00   32.90   0.23 100.00
sdm               0.00     4.00    0.00 4356.00     0.00 71776.00    32.96   143.38   32.98    0.00   32.98   0.23 100.00
sdn               0.00    19.00    0.00 13165.00     0.00 212960.00    32.35   140.83   10.70    0.00   10.70   0.08 100.00
sdo               0.00   102.00    0.00 3443.00     0.00 58656.00    34.07   140.95   41.17    0.00   41.17   0.29 100.00
sdp               0.00    66.00    0.00 3241.00     0.00 54944.00    33.91   140.09   43.46    0.00   43.46   0.31 100.00
sdq               0.00   145.00    0.00 3419.00     0.00 59056.00    34.55   141.94   41.60    0.00   41.60   0.29 100.00
sdr               0.00    48.00    0.00 3061.00     0.00 51776.00    33.83   144.27   47.07    0.00   47.07   0.33 100.00
sds               0.00   448.00    0.00 3887.00     0.00 72336.00    37.22   138.68   35.73    0.00   35.73   0.26 100.00
sdt               0.00   417.00    0.00 3859.00     0.00 71552.00    37.08   139.51   36.28    0.00   36.28   0.26 100.00
sdu               0.00     5.00    0.00 4303.00     0.00 70944.00    32.97   143.26   33.95    0.00   33.95   0.23 100.00
sdv               0.00     8.00    0.00 4431.00     0.00 71008.00    32.05   141.47   32.01    0.00   32.01   0.23 100.00
sdw               0.00    52.00    0.00 6561.00     0.00 105808.00    32.25   142.36   21.75    0.00   21.75   0.15 100.00
sdx               0.00     6.00    0.00 4332.00     0.00 69408.00    32.04   143.12   33.39    0.00   33.39   0.23 100.00
sdy               0.00   600.00    0.00 12695.00     0.00 213520.00    33.64   139.95   11.02    0.00   11.02   0.08 100.00
sdz               0.00  1113.00    0.00 3400.00     0.00 72880.00    42.87   138.32   40.85    0.00   40.85   0.29 100.00
sdaa              0.00     8.00    0.00 4450.00     0.00 71328.00    32.06   141.15   31.70    0.00   31.70   0.22 100.00
sdab              0.00    56.00    0.00 2884.00     0.00 47024.00    32.61   142.79   49.47    0.00   49.47   0.35 100.00
sdac              0.00   985.00    0.00 3505.00     0.00 71376.00    40.73   140.46   40.20    0.00   40.20   0.29 100.00
sdad              0.00    48.00    0.00 2949.00     0.00 47936.00    32.51   142.38   48.20    0.00   48.20   0.34 100.00
sdae              0.00     7.00    0.00 4539.00     0.00 72736.00    32.05   139.15   30.64    0.00   30.64   0.22 100.00
sdaf              0.00    28.00    0.00 13274.00     0.00 212832.00    32.07   141.05   10.63    0.00   10.63   0.08 100.00
sdag              0.00    66.00    0.00 6576.00     0.00 106288.00    32.33   142.18   21.63    0.00   21.63   0.15 100.00

02/07/2019 07:45:09 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.01    0.00    5.52   21.29    0.00   72.18

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     2.00    0.00    2.00     0.00   156.00   156.00     0.02   10.50    0.00   10.50   6.50   1.30
sdb               0.00    48.00    0.00 3003.00     0.00 50800.00    33.83   142.67   47.50    0.00   47.50   0.33 100.00
sdc               0.00    67.00    0.00 6499.00     0.00 107044.00    32.94   142.49   21.92    0.00   21.92   0.15 100.00
sdd               0.00     8.00    0.00 4223.00     0.00 69728.00    33.02   142.74   33.74    0.00   33.74   0.24 100.00
sde               0.00     9.00    0.00 4282.00     0.00 70676.00    33.01   143.03   33.44    0.00   33.44   0.23 100.00
sdf               0.00     8.00    0.00 4278.00     0.00 70592.00    33.00   143.90   33.42    0.00   33.42   0.23 100.00
sdg               0.00     9.00    0.00 4368.00     0.00 72064.00    33.00   139.22   31.97    0.00   31.97   0.23 100.00
sdh               0.00    79.00    0.00 3324.00     0.00 56480.00    33.98   142.81   42.85    0.00   42.85   0.30 100.00
sdi               0.00    43.00    0.00 13320.00     0.00 213808.00    32.10   140.74   10.65    0.00   10.65   0.08 100.00
sdj               0.00    36.00    0.00 13252.00     0.00 212608.00    32.09   140.99   10.65    0.00   10.65   0.08 100.00
sdk               0.00    73.00    0.00 6655.00     0.00 107648.00    32.35   141.08   21.18    0.00   21.18   0.15 100.00
sdl               0.00    10.00    0.00 4572.00     0.00 73312.00    32.07   141.25   30.80    0.00   30.80   0.22 100.00
sdm               0.00    10.00    0.00 4507.00     0.00 72272.00    32.07   143.63   31.83    0.00   31.83   0.22 100.00
sdn               0.00    39.00    0.00 13313.00     0.00 213616.00    32.09   141.05   10.60    0.00   10.60   0.08 100.00
sdo               0.00   143.00    0.00 3556.00     0.00 59232.00    33.31   142.14   40.00    0.00   40.00   0.28 100.00
sdp               0.00    96.00    0.00 3347.00     0.00 54992.00    32.86   143.21   42.70    0.00   42.70   0.30 100.00
sdq               0.00   213.00    0.00 3485.00     0.00 59104.00    33.92   142.08   40.66    0.00   40.66   0.29 100.00
sdr               0.00    55.00    0.00 3181.00     0.00 51776.00    32.55   142.51   44.83    0.00   44.83   0.31 100.00
sds               0.00     6.00    0.00 4368.00     0.00 69984.00    32.04   142.89   32.49    0.00   32.49   0.23 100.00
sdt               0.00     5.00    0.00 4408.00     0.00 70592.00    32.03   142.22   32.25    0.00   32.25   0.23 100.00
sdu               0.00     8.00    0.00 4444.00     0.00 71216.00    32.05   142.06   31.99    0.00   31.99   0.23 100.00
sdv               0.00     9.00    0.00 4468.00     0.00 71648.00    32.07   144.35   32.15    0.00   32.15   0.22 100.00
sdw               0.00    79.00    0.00 6566.00     0.00 106320.00    32.39   143.55   21.83    0.00   21.83   0.15 100.00
sdx               0.00     5.00    0.00 4430.00     0.00 70960.00    32.04   144.25   32.49    0.00   32.49   0.23 100.00
sdy               0.00    33.00    0.00 13316.00     0.00 213616.00    32.08   140.74   10.58    0.00   10.58   0.08 100.00
sdz               0.00    14.00    0.00 4312.00     0.00 69200.00    32.10   143.11   33.13    0.00   33.13   0.23 100.00
sdaa              0.00     7.00    0.00 4509.00     0.00 72256.00    32.05   142.73   31.39    0.00   31.39   0.22 100.00
sdab              0.00    69.00    0.00 2880.00     0.00 47200.00    32.78   142.32   49.55    0.00   49.55   0.35 100.00
sdac              0.00   805.00    0.00 3404.00     0.00 70352.00    41.33   140.15   41.31    0.00   41.31   0.29 100.00
sdad              0.00    34.00    0.00 2842.00     0.00 48004.00    33.78   141.71   50.01    0.00   50.01   0.35 100.00
sdae              0.00     9.00    0.00 4415.00     0.00 72800.00    32.98   140.05   31.83    0.00   31.83   0.23 100.00
sdaf              0.00    43.00    0.00 13087.00     0.00 212068.00    32.41   141.46   10.81    0.00   10.81   0.08 100.00
sdag              0.00    65.00    0.00 6423.00     0.00 105824.00    32.95   142.97   22.26    0.00   22.26   0.16 100.00

02/07/2019 07:45:10 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.03    0.00    5.57   21.85    0.00   71.55

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    53.00    0.00 3099.00     0.00 50480.00    32.58   143.14   46.16    0.00   46.16   0.32 100.00
sdc               0.00    96.00    0.00 6605.00     0.00 107248.00    32.47   142.51   21.58    0.00   21.58   0.15 100.00
sdd               0.00    10.00    0.00 4392.00     0.00 70432.00    32.07   144.18   32.75    0.00   32.75   0.23 100.00
sde               0.00     9.00    0.00 4424.00     0.00 70928.00    32.07   142.85   32.32    0.00   32.32   0.23 100.00
sdf               0.00     8.00    0.00 4485.00     0.00 71888.00    32.06   142.70   31.99    0.00   31.99   0.22 100.00
sdg               0.00    10.00    0.00 4477.00     0.00 71792.00    32.07   143.96   32.14    0.00   32.14   0.22 100.00
sdh               0.00   117.00    0.00 3453.00     0.00 57008.00    33.02   141.66   40.76    0.00   40.76   0.29 100.00
sdi               0.00    78.00    0.00 13278.00     0.00 213680.00    32.19   140.91   10.60    0.00   10.60   0.08 100.00
sdj               0.00    46.00    0.00 13276.00     0.00 213152.00    32.11   141.04   10.62    0.00   10.62   0.08 100.00
sdk               0.00    87.00    0.00 6594.00     0.00 106896.00    32.42   142.99   21.68    0.00   21.68   0.15 100.00
sdl               0.00    11.00    0.00 4581.00     0.00 73472.00    32.08   141.94   30.95    0.00   30.95   0.22 100.10
sdm               0.00    11.00    0.00 4495.00     0.00 72096.00    32.08   140.94   31.46    0.00   31.46   0.22 100.00
sdn               0.00    63.00    0.00 13282.00     0.00 213536.00    32.15   140.87   10.60    0.00   10.60   0.08 100.00
sdo               0.00   211.00    0.00 3500.00     0.00 59264.00    33.87   144.12   41.21    0.00   41.21   0.29 100.00
sdp               0.00   150.00    0.00 3287.00     0.00 55072.00    33.51   142.88   43.56    0.00   43.56   0.30 100.00
sdq               0.00   337.00    0.00 3333.00     0.00 58672.00    35.21   141.34   41.84    0.00   41.84   0.30 100.00
sdr               0.00    85.00    0.00 3003.00     0.00 51408.00    34.24   143.03   47.58    0.00   47.58   0.33 100.00
sds               0.00     5.00    0.00 4260.00     0.00 70256.00    32.98   143.58   33.91    0.00   33.91   0.23 100.00
sdt               0.00    13.00    0.00 4284.00     0.00 70768.00    33.04   142.88   33.38    0.00   33.38   0.23 100.00
sdu               0.00    11.00    0.00 4323.00     0.00 71360.00    33.01   142.75   33.04    0.00   33.04   0.23 100.00
sdv               0.00     7.00    0.00 4318.00     0.00 71216.00    32.99   141.11   32.60    0.00   32.60   0.23 100.00
sdw               0.00    72.00    0.00 6439.00     0.00 106208.00    32.99   143.23   22.24    0.00   22.24   0.16 100.00
sdx               0.00    14.00    0.00 4304.00     0.00 71104.00    33.04   143.06   33.30    0.00   33.30   0.23 100.00
sdy               0.00    52.00    0.00 13136.00     0.00 213024.00    32.43   140.62   10.69    0.00   10.69   0.08 100.00
sdz               0.00    14.00    0.00 4170.00     0.00 68976.00    33.08   141.81   34.06    0.00   34.06   0.24 100.00
sdaa              0.00    12.00    0.00 4364.00     0.00 72032.00    33.01   142.15   32.89    0.00   32.89   0.23 100.00
sdab              0.00    96.00    0.00 2721.00     0.00 46976.00    34.53   142.34   51.64    0.00   51.64   0.37 100.00
sdac              0.00     4.00    0.00 4219.00     0.00 67552.00    32.02   143.82   34.07    0.00   34.07   0.24 100.00
sdad              0.00    53.00    0.00 2930.00     0.00 47760.00    32.60   142.54   48.48    0.00   48.48   0.34 100.00
sdae              0.00    10.00    0.00 4608.00     0.00 73888.00    32.07   142.26   30.75    0.00   30.75   0.22 100.00
sdaf              0.00    63.00    0.00 13234.00     0.00 212752.00    32.15   140.94   10.64    0.00   10.64   0.08 100.10
sdag              0.00    76.00    0.00 6572.00     0.00 106352.00    32.37   141.94   21.58    0.00   21.58   0.15 100.00

02/07/2019 07:45:11 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.94    0.00    5.63   22.33    0.00   71.10

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    66.00    0.00 3091.00     0.00 50496.00    32.67   142.86   46.01    0.00   46.01   0.32  99.90
sdc               0.00   104.00    0.00 6621.00     0.00 107584.00    32.50   141.81   21.42    0.00   21.42   0.15 100.00
sdd               0.00    11.00    0.00 4284.00     0.00 68720.00    32.08   142.60   32.94    0.00   32.94   0.23 100.00
sde               0.00    11.00    0.00 4296.00     0.00 70928.00    33.02   142.19   33.01    0.00   33.01   0.23 100.00
sdf               0.00    11.00    0.00 4371.00     0.00 72128.00    33.00   143.18   32.79    0.00   32.79   0.23 100.00
sdg               0.00    11.00    0.00 4368.00     0.00 72064.00    33.00   144.10   32.99    0.00   32.99   0.23 100.00
sdh               0.00   182.00    0.00 3254.00     0.00 57056.00    35.07   142.64   44.14    0.00   44.14   0.31 100.00
sdi               0.00    89.00    0.00 13100.00     0.00 213056.00    32.53   140.49   10.72    0.00   10.72   0.08 100.00
sdj               0.00    80.00    0.00 13102.00     0.00 212928.00    32.50   141.22   10.77    0.00   10.77   0.08 100.00
sdk               0.00    99.00    0.00 6461.00     0.00 106992.00    33.12   141.03   21.86    0.00   21.86   0.15 100.00
sdl               0.00    12.00    0.00 4452.00     0.00 73440.00    32.99   141.16   31.74    0.00   31.74   0.22 100.00
sdm               0.00    18.00    0.00 4387.00     0.00 72464.00    33.04   142.79   32.54    0.00   32.54   0.23 100.00
sdn               0.00    85.00    0.00 13124.00     0.00 213340.00    32.51   140.36   10.74    0.00   10.74   0.08 100.00
sdo               0.00   302.00    0.00 3342.00     0.00 60048.00    35.94   144.18   43.13    0.00   43.13   0.30 100.00
sdp               0.00   224.00    0.00 3108.00     0.00 55168.00    35.50   143.74   46.21    0.00   46.21   0.32 100.00
sdq               0.00   472.00    0.00 3177.00     0.00 60192.00    37.89   143.24   45.67    0.00   45.67   0.31 100.00
sdr               0.00    93.00    0.00 3132.00     0.00 51568.00    32.93   143.02   45.69    0.00   45.69   0.32 100.00
